1 0 1024
2 0 1024
3 0 1024
4 0 64
5 0 2147483647
6 0 65535
7 0 65535
8 0 49152
9 0 65536
10 0 32
11 0 2147483647
12 0 65536
13 0 1410000
14 0 512
15 0 1
16 0 108
17 0 0
18 0 0
19 0 1
20 0 0
21 0 131072
22 0 131072
23 0 65536
24 0 16384
25 0 16384
26 0 16384
27 0 32768
28 0 32768
29 0 2048
30 0 512
31 0 1
32 0 1
33 0 225
34 0 0
35 0 0
36 0 1215000
37 0 5120
38 0 41943040
39 0 2048
40 0 3
41 0 1
42 0 32768
43 0 2048
44 0 1
45 0 32768
46 0 32768
47 0 8192
48 0 8192
49 0 32768
50 0 0
51 0 32
52 0 32768
53 0 32768
54 0 2046
55 0 32768
56 0 131072
57 0 65536
58 0 16384
59 0 16384
60 0 16384
61 0 32768
62 0 2048
63 0 32768
64 0 32768
65 0 2048
66 0 32768
67 0 32768
68 0 2046
69 0 268435456
70 0 131072
71 0 65000
72 0 2097120
73 0 32768
74 0 32768
75 0 8
76 0 0
77 0 32768
78 0 1
79 0 1
80 0 1
81 0 167936
82 0 65536
83 0 1
84 0 0
85 0 0
86 0 0
87 0 2
88 0 0
89 0 1
90 0 1
91 0 1
92 0 0
93 0 0
94 0 0
95 0 1
96 0 1
97 0 166912
98 0 0
99 0 1
100 0 0
101 0 0
102 0 1
103 0 1
104 0 0
105 0 0
106 0 32
107 0 1
108 0 26214400
109 0 134213632
110 0 1
111 0 1024
112 0 1
113 0 1
114 0 1
115 0 1
116 0 1
117 0 1
118 0 0
119 0 9
120 0 0
121 0 1
122 0 1
123 0 1
124 0 0
125 0 1
126 0 1
127 0 0
128 0 1
129 0 0
130 0 0
131 0 -1
132 0 0
133 0 0
134 0 1
135 0 0
136 0 0
137 0 0
138 0 0
139 0 552669406
140 0 341774558
141 0 1
142 0 1
143 0 0
144 0 1
145 0 1
146 0 0
147 0 0
148 1 0
149 1 0
150 1 0
151 1 0
152 1 0
153 1 0
154 1 0
155 1 0
156 1 0
157 1 0
158 1 0
159 1 0
160 1 0
161 1 0
162 1 0
163 1 0
164 1 0
165 1 0
166 1 0
167 1 0
168 1 0
169 1 0
170 1 0
171 1 0
172 1 0
173 1 0
174 1 0
175 1 0
176 1 0
177 1 0
178 1 0
179 1 0
180 1 0
181 1 0
182 1 0
183 1 0
184 1 0
185 1 0
186 1 0
187 1 0
188 1 0
189 1 0
190 1 0
191 1 0
192 1 0
193 1 0
194 1 0
195 1 0
196 1 0
197 1 0
198 1 0
199 1 0
200 1 0
